U_loss,Gain
12.72345699,0.1354629885
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
12.72345699,0.142236137925
13.359629839500002,0.142236137925
13.359629839500002,0.142236137925
13.359629839500002,0.142236137925
13.359629839500002,0.142236137925
13.359629839500002,0.142236137925
13.359629839500002,0.142236137925
14.027611331475002,0.142236137925
14.027611331475002,0.142236137925
14.027611331475002,0.142236137925
14.728991898048752,0.142236137925
14.728991898048752,0.142236137925
14.728991898048752,0.142236137925
14.728991898048752,0.142236137925
14.728991898048752,0.142236137925
14.728991898048752,0.142236137925
